Network,Device,IP,DNS,NetBIOS,Comments,Team,CRQ,OS,QID,Title,vSTATUS,PORT,SSL,FirstDetected,LastDetected,CVE,CVSS,Solution,RESULT,AssetID,AssetLinkID
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","158087","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4735)","Active"," ","false","2020-11-13","2023-08-31","CVE-2019-1125 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-August/009016.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-August/009017.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4735:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-August/009016.html) [ELSA-2019-4735:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-August/009017.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.29.3.1.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","158146","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4823)","Active"," ","false","2020-11-13","2023-08-31","CVE-2017-14991  CVE-2017-7495 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-October/009233.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-October/009234.html) [](https://oss.oracle.com/pipermail/el-errata/2019-October/009300.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4823:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-October/009233.html) [ELSA-2019-4823:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-October/009234.html) [ELSA-2019-4823](https://oss.oracle.com/pipermail/el-errata/2019-October/009300.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.32.3.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","158160","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4837)","Active"," ","false","2020-11-13","2023-08-31","CVE-2018-12207  CVE-2019-11135 ","6.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-November/009324.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-November/009325.html) [](https://oss.oracle.com/pipermail/el-errata/2019-November/009331.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4837:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-November/009324.html) [ELSA-2019-4837:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-November/009325.html) [ELSA-2019-4837](https://oss.oracle.com/pipermail/el-errata/2019-November/009331.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.32.3.2.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","158182","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4870)","Active"," ","false","2020-11-13","2023-08-31","CVE-2019-15219 ","4.6","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-December/009429.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-December/009430.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4870:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-December/009429.html) [ELSA-2019-4870:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-December/009430.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.34.1.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","158294","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2020-5642)","Active"," ","false","2020-11-13","2023-08-31","CVE-2018-5953  CVE-2019-18806  CVE-2020-10942 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2020-April/009775.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2020-April/009776.html) [](https://oss.oracle.com/pipermail/el-errata/2020-April/009805.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2020-5642:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2020-April/009775.html) [ELSA-2020-5642:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2020-April/009776.html) [ELSA-2020-5642](https://oss.oracle.com/pipermail/el-errata/2020-April/009805.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.38.1.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","158623","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2020-5722)","Active"," ","false","2020-11-13","2023-08-31","CVE-2020-0543 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2020-5722](https://linux.oracle.com/errata/ELSA-2020-5722.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2020-5722:Oracle Linux](https://linux.oracle.com/errata/ELSA-2020-5722.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.39.5.1.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","158661","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2020-5750)","Active"," ","false","2020-11-13","2023-08-31","CVE-2017-16538  CVE-2019-15214  CVE-2019-19533  CVE-2019-19534  CVE-2019-19536  CVE-2020-0543 ","6.6","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2020-5750](https://linux.oracle.com/errata/ELSA-2020-5750.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2020-5750:Oracle Linux](https://linux.oracle.com/errata/ELSA-2020-5750.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.40.6.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","158713","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2020-5801)","Active"," ","false","2020-11-13","2023-08-31","CVE-2019-19054  CVE-2020-12888  CVE-2020-14416 ","5.3","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2020-5801](https://linux.oracle.com/errata/ELSA-2020-5801.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2020-5801:Oracle Linux](https://linux.oracle.com/errata/ELSA-2020-5801.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.41.4.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","158937","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2020-5962)","Active"," ","false","2020-12-10","2023-08-31","CVE-2017-9605  CVE-2020-16166 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2020-5962](https://linux.oracle.com/errata/ELSA-2020-5962.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2020-5962:Oracle Linux](https://linux.oracle.com/errata/ELSA-2020-5962.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.45.6.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.45.6.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","159777","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2022-9348)","Active"," ","false","2022-05-05","2023-08-31","CVE-2021-0920  CVE-2021-3573  CVE-2021-4002  CVE-2021-4149  CVE-2021-4157  CVE-2021-4203  CVE-2021-45095  CVE-2021-45868  CVE-2022-0617  CVE-2022-1016 ","8.0","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2022-9348](https://linux.oracle.com/errata/ELSA-2022-9348.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2022-9348:Oracle Linux](https://linux.oracle.com/errata/ELSA-2022-9348.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.62.3.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.62.3.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","159332","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9395)","Active"," ","false","2021-08-13","2023-08-31","CVE-2020-14304  CVE-2021-22555  CVE-2021-32399  CVE-2021-33909 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9395](https://linux.oracle.com/errata/ELSA-2021-9395.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9395:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9395.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.53.5.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.53.5.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160350","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2022-10071)","Active"," ","false","2022-12-14","2023-08-31","CVE-2022-4378 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2022-10071](https://linux.oracle.com/errata/ELSA-2022-10071.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2022-10071:Oracle Linux](https://linux.oracle.com/errata/ELSA-2022-10071.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.69.5.1.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.69.5.1.el7uek\nkernel;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160367","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2022-10108)","Active"," ","false","2023-01-04","2023-08-31","CVE-2022-2663  CVE-2022-3586  CVE-2022-3594  CVE-2022-41850  CVE-2022-43750  CVE-2022-4378 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2022-10108](https://linux.oracle.com/errata/ELSA-2022-10108.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2022-10108:Oracle Linux](https://linux.oracle.com/errata/ELSA-2022-10108.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.70.2.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.70.2.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160802","Oracle Enterprise Linux Security Update for bind (ELSA-2023-4152)","Active"," ","false","2023-07-24","2023-08-31","CVE-2023-2828 ","7.5","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-4152](https://linux.oracle.com/errata/ELSA-2023-4152.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-4152:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-4152.html)","Package\tInstalled Version\tRequired Version\nbind-libs\t9.11.4-26.P2.el7_9.13.x86_64\t9.11.4-26.P2.el7_9.14\nbind-export-libs\t9.11.4-26.P2.el7_9.13.x86_64\t9.11.4-26.P2.el7_9.14\nbind-libs-lite\t9.11.4-26.P2;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","159741","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2022-9260)","Active"," ","false","2022-04-06","2023-08-31","CVE-2020-36516  CVE-2021-20322  CVE-2021-3772  CVE-2022-0330  CVE-2022-26966 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2022-9260](https://linux.oracle.com/errata/ELSA-2022-9260.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2022-9260:Oracle Linux](https://linux.oracle.com/errata/ELSA-2022-9260.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.61.2.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.61.2.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","159155","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9164)","Active"," ","false","2021-05-10","2023-08-31","CVE-2020-0444  CVE-2021-27363  CVE-2021-27364  CVE-2021-27365 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9164](https://linux.oracle.com/errata/ELSA-2021-9164.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9164:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9164.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.49.3.1.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.49.3.1.el7uek\nkernel;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","159175","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9215)","Active"," ","false","2021-05-10","2023-08-31","CVE-2020-0465  CVE-2020-0466  CVE-2020-35508  CVE-2021-20219  CVE-2021-20261  CVE-2021-28038  CVE-2021-28688  CVE-2021-28964  CVE-2021-29650 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9215](https://linux.oracle.com/errata/ELSA-2021-9215.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9215:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9215.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.50.2.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.50.2.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160503","Oracle Enterprise Linux Security Update for kernel (ELSA-2023-1091)","Active"," ","false","2023-03-09","2023-08-31","CVE-2022-42703  CVE-2022-4378 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-1091](https://linux.oracle.com/errata/ELSA-2023-1091.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-1091:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-1091.html)","Package\tInstalled Version\tRequired Version\nkernel\t3.10.0-1160.83.1.0.1.el7.x86_64\t3.10.0-1160.88.1.0.1.el7;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","159296","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9346)","Active"," ","false","2021-07-21","2023-08-31","CVE-2020-12352  CVE-2020-36386  CVE-2021-31916  CVE-2021-33034 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9346](https://linux.oracle.com/errata/ELSA-2021-9346.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9346:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9346.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.52.4.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.52.4.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160031","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2022-9694)","Active"," ","false","2022-08-10","2023-08-31","CVE-2022-2588 ","8.6","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2022-9694](https://linux.oracle.com/errata/ELSA-2022-9694.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2022-9694:Oracle Linux](https://linux.oracle.com/errata/ELSA-2022-9694.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.65.1.1.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.65.1.1.el7uek\nkernel;","18488789","1013904"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160190","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2022-9969)","Active"," ","false","2022-11-02","2023-08-11","CVE-2015-1350  CVE-2017-13166  CVE-2020-10690  CVE-2020-12654  CVE-2020-12655  CVE-2021-42739  CVE-2022-3239  CVE-2022-36946 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2022-9969](https://linux.oracle.com/errata/ELSA-2022-9969.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2022-9969:Oracle Linux](https://linux.oracle.com/errata/ELSA-2022-9969.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.68.3.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.68.3.el7uek\nkernel-uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160525","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2023-12232)","Active"," ","false","2023-04-05","2023-08-11","CVE-2019-5489  CVE-2020-0404  CVE-2023-0394  CVE-2023-1073  CVE-2023-1074  CVE-2023-1095 ","6.6","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12232](https://linux.oracle.com/errata/ELSA-2023-12232.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12232:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12232.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.73.2.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.73.2.el7uek\nkernel-uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160836","Oracle Enterprise Linux Security Update for openssh (ELSA-2023-4382)","Active"," ","false","2023-08-10","2023-08-11","CVE-2023-38408 ","9.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-4382](https://linux.oracle.com/errata/ELSA-2023-4382.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-4382:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-4382.html)","Package\tInstalled Version\tRequired Version\nopenssh-server\t7.4p1-22.0.1.el7_9.x86_64\t7.4p1-23.0.1.el7_9\nopenssh\t7.4p1-22.0.1.el7_9.x86_64\t7.4p1-23.0.1.el7_9\nopenssh-clients\t7.4p1-22.0.1.el7_9.x86_64\t7;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160846","Oracle Enterprise Linux Security Update for linux-firmware (ELSA-2023-12713)","Active"," ","false","2023-08-10","2023-08-11","CVE-2023-20569 ","7.5","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12713](https://linux.oracle.com/errata/ELSA-2023-12713.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12713:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12713.html)","Package\tInstalled Version\tRequired Version\nlinux-firmware\t20230516-999.19.git6c9e0ed5.el7.noarch\t20230516-999.25.git6c9e0ed5.el7;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160848","Oracle Enterprise Linux Security Update for linux-firmware (ELSA-2023-12712)","Active"," ","false","2023-08-10","2023-08-11","CVE-2023-20569 ","7.5","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12712](https://linux.oracle.com/errata/ELSA-2023-12712.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12712:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12712.html)","Package\tInstalled Version\tRequired Version\nlinux-firmware\t20230516-999.19.git6c9e0ed5.el7.noarch\t20230516-999.25.git6c9e0ed5.el7;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160500","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2023-12160)","Active"," ","false","2023-03-08","2023-08-11","CVE-2022-2873  CVE-2022-41858  CVE-2022-45934  CVE-2023-23455 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12160](https://linux.oracle.com/errata/ELSA-2023-12160.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12160:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12160.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.72.2.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.72.2.el7uek\nkernel-uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160719","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2023-12375)","Active"," ","false","2023-06-08","2023-08-11","CVE-2022-3169  CVE-2023-0458  CVE-2023-1670  CVE-2023-2162  CVE-2023-2248  CVE-2023-23454  CVE-2023-28328 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12375](https://linux.oracle.com/errata/ELSA-2023-12375.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12375:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12375.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.75.3.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.75.3.el7uek\nkernel-uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160857","Oracle Enterprise Linux Security Update for kernel (ELSA-2023-4151)","Active"," ","false","2023-08-10","2023-08-11","CVE-2022-3564 ","7.1","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-4151](https://linux.oracle.com/errata/ELSA-2023-4151.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-4151:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-4151.html)","Package\tInstalled Version\tRequired Version\nkernel\t3.10.0-1160.90.1.0.1.el7.x86_64\t3.10.0-1160.95.1.0.1.el7\nkernel\t3.10.0-1160.83.1.0.1.el7.x86_64\t3.10.0-1160.95.1.0.1.el7\nkernel\t3.10.0-1160.92.1.0.1.;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160447","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2023-12109)","Active"," ","false","2023-02-08","2023-08-11","CVE-2022-3524  CVE-2022-3564  CVE-2022-3628  CVE-2022-42895  CVE-2022-42896  CVE-2022-4662 ","8.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12109](https://linux.oracle.com/errata/ELSA-2023-12109.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12109:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12109.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.71.3.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.71.3.el7uek\nkernel-uek;","18491203","1013905"
